esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
1003210,1.57E+12,60.4,342.7,-22.5,3.458,3.406,37.0,35.2,1.55,88.00
1003217,1.56E+12,24.6,335.0,-22.5,3.383,3.325,36.0,33.5,5.75,71.50
1003220,1.55E+12,29.9,324.2,-22.5,3.286,3.221,36.0,35.0,8.03,91.80
1003221,1.57E+12,61.3,347.8,-22.5,3.514,3.457,33.6,29.8,8.78,91.71
1003222,1.55E+12,27.2,328.7,-22.5,3.324,3.260,34.8,33.2,7.71,83.07
1003224,1.55E+12,32.3,355.0,-22.5,3.592,3.523,34.7,32.8,4.01,91.23
1003226,1.55E+12,25.0,324.4,-22.5,3.293,3.220,36.0,34.5,4.76,89.68
1003231,1.55E+12,55.9,342.4,-22.5,3.467,3.396,36.1,33.1,10.45,88.46
1003232,1.56E+12,43.7,324.0,-22.5,3.271,3.214,33.0,31.7,2.31,113.96
1003236,1.56E+12,68.4,329.4,-22.5,3.326,3.271,33.0,30.1,6.12,76.23
1003239,1.55E+12,31.6,326.0,-22.5,3.295,3.238,33.5,29.8,5.43,71.63
1003240,1.57E+12,48.2,329.4,-22.5,3.328,3.269,36.0,33.5,8.92,99.01
1003242,1.55E+12,31.3,326.1,-22.5,3.294,3.233,34.7,31.5,12.28,114.27
1003250,1.57E+12,16.4,349.1,-22.5,3.533,3.469,37.0,33.3,6.83,94.09
1003251,1.55E+12,74.5,327.7,-22.5,3.316,3.249,37.0,35.8,3.24,87.73
1003254,1.55E+12,73.5,331.6,-22.5,3.348,3.287,33.4,32.3,2.61,100.91
1003259,1.55E+12,33.7,329.1,-22.5,3.327,3.269,37.0,35.9,8.42,117.42
1003261,1.57E+12,66.3,334.4,-22.5,3.386,3.324,36.7,35.2,1.49,94.09
1003262,1.56E+12,32.2,326.1,-22.5,3.307,3.237,36.2,33.8,4.30,89.89
1003267,1.55E+12,39.7,348.0,-67.5,3.514,3.453,37.0,33.2,6.84,68.60
1003268,1.55E+12,52.4,357.1,-22.5,3.605,3.548,34.6,31.0,16.76,114.92
1003271,1.56E+12,22.6,332.1,-22.5,3.365,3.296,34.8,31.3,5.67,94.40
1003273,1.57E+12,60.7,345.0,-22.5,3.487,3.425,37.0,33.1,2.32,98.37
1003274,1.55E+12,69.0,347.5,-22.5,3.517,3.451,37.0,33.1,7.21,99.66
1003276,1.56E+12,35.9,333.3,-22.5,3.379,3.308,33.0,30.1,22.03,84.70
1003281,1.57E+12,37.9,337.8,-22.5,3.415,3.355,36.0,33.1,7.11,82.34
1003282,1.57E+12,19.7,328.7,-22.5,3.325,3.262,33.5,29.5,7.42,89.20
1003283,1.55E+12,38.5,329.1,-22.5,3.327,3.271,37.0,33.2,3.10,70.97
1003287,1.55E+12,32.1,329.9,-22.5,3.337,3.278,37.0,35.7,11.53,82.31
1003289,1.55E+12,28.9,347.6,-22.5,3.511,3.453,34.2,31.8,9.48,69.67
1003291,1.55E+12,28.6,348.1,-22.5,3.515,3.451,33.6,31.9,1.99,73.50
1003293,1.56E+12,71.0,333.7,-22.5,3.379,3.308,36.9,32.9,7.07,112.72
1003295,1.55E+12,40.6,331.0,-22.5,3.353,3.288,37.0,33.8,0.02,60.07
1003296,1.55E+12,72.2,332.5,-22.5,3.362,3.300,35.3,32.6,8.73,77.92
1003297,1.55E+12,48.3,325.7,-22.5,3.297,3.233,33.0,31.1,3.70,109.35
1003302,1.56E+12,50.5,330.4,-22.5,3.336,3.280,33.0,31.9,7.43,98.88
1003306,1.57E+12,23.5,331.6,-22.5,3.358,3.287,36.7,32.8,7.68,105.85
1003308,1.55E+12,65.9,339.2,-22.5,3.437,3.370,33.5,29.8,25.69,112.22
1003310,1.56E+12,63.0,340.2,-22.5,3.437,3.377,33.1,31.2,0.84,104.56
1003311,1.57E+12,52.5,344.1,-22.5,3.478,3.413,37.0,33.9,4.22,71.19
1003313,1.55E+12,32.8,328.5,-22.5,3.333,3.261,33.4,32.2,5.26,113.13
1003317,1.57E+12,16.9,356.9,-22.5,3.612,3.546,36.1,35.1,3.10,63.67
1003318,1.56E+12,42.4,335.5,-22.5,3.394,3.331,33.0,31.1,4.24,95.55
1003320,1.56E+12,62.0,324.3,-22.5,3.290,3.221,35.6,33.1,22.19,86.06
1003322,1.55E+12,44.4,347.9,-22.5,3.527,3.456,33.0,29.7,7.33,78.85
1003325,1.56E+12,48.4,357.1,-22.5,3.612,3.546,34.7,31.1,3.72,71.33
1003327,1.57E+12,48.2,333.5,-22.5,3.366,3.310,36.0,33.2,24.93,78.81
1003329,1.55E+12,18.4,327.9,-22.5,3.324,3.254,37.0,35.0,2.21,88.85
1003330,1.56E+12,43.5,341.0,-22.5,3.442,3.389,37.0,33.8,22.61,87.88
1003333,1.57E+12,51.3,333.5,-22.5,3.368,3.307,33.0,29.2,3.89,61.95
1003337,1.57E+12,31.5,338.1,-22.5,3.418,3.352,33.0,29.6,2.61,98.10
1003342,1.57E+12,49.0,327.8,-22.5,3.328,3.255,36.1,34.6,6.28,70.80
1003344,1.57E+12,74.7,327.2,-22.5,3.315,3.247,36.8,34.8,3.26,77.12
1003345,1.56E+12,63.8,352.5,-55.5,3.565,3.503,37.0,33.3,1.13,111.80
1003347,1.55E+12,37.1,354.9,-22.5,3.589,3.526,33.1,29.9,0.30,111.46
1003348,1.56E+12,60.3,323.9,-22.5,3.275,3.215,33.4,30.8,7.55,93.28
1003349,1.56E+12,62.3,328.8,-22.5,3.333,3.261,36.0,32.3,24.60,99.09
1003351,1.57E+12,48.1,349.6,-22.5,3.536,3.468,36.1,34.2,8.54,104.89
1003355,1.57E+12,42.9,331.6,-46.6,3.356,3.296,35.2,34.2,2.93,116.63
1003356,1.57E+12,59.6,350.9,-22.5,3.557,3.482,33.0,31.5,7.44,119.99
1003359,1.57E+12,27.6,332.1,-22.5,3.362,3.292,33.0,29.3,23.94,111.34
1003360,1.56E+12,24.4,325.5,-22.5,3.289,3.231,37.0,35.5,4.22,110.61
1003361,1.56E+12,18.5,330.4,-22.5,3.353,3.282,33.0,30.0,8.04,63.37
1003363,1.55E+12,48.5,352.9,-22.5,3.559,3.500,33.0,30.9,8.04,91.08
1003364,1.57E+12,37.6,330.3,-22.5,3.339,3.283,36.0,34.0,4.67,73.42
1003366,1.57E+12,22.8,331.1,-22.5,3.346,3.288,37.0,34.1,21.50,71.89
1003368,1.57E+12,38.9,325.3,-22.5,3.292,3.224,32.5,31.4,1.72,117.86
1003371,1.56E+12,67.3,335.8,-64.3,3.391,3.335,33.3,29.8,12.60,96.19
1003373,1.55E+12,32.7,350.0,-22.5,3.532,3.478,34.0,32.1,7.37,75.71
1003375,1.57E+12,67.7,341.2,-22.5,3.443,3.388,37.0,33.1,4.34,82.79
1003376,1.55E+12,18.7,324.5,-22.5,3.282,3.216,36.0,33.5,13.06,112.78
1003377,1.55E+12,50.5,342.6,-22.5,3.468,3.401,33.0,31.1,4.69,61.54
1003378,1.56E+12,22.1,325.0,-22.5,3.281,3.224,33.0,29.8,8.69,74.59
1003379,1.55E+12,52.1,326.8,-22.5,3.309,3.243,33.0,31.1,2.73,72.24
1003382,1.56E+12,19.6,352.4,-22.5,3.563,3.503,36.5,32.7,4.84,60.06
1003385,1.55E+12,27.1,334.3,-22.5,3.380,3.321,36.8,33.3,6.48,118.76
1003386,1.57E+12,36.6,328.8,-22.5,3.333,3.265,35.4,32.6,4.73,105.44
1003387,1.56E+12,64.7,348.5,-22.5,3.529,3.459,36.0,33.9,8.11,117.03
1003388,1.55E+12,32.6,327.7,-22.5,3.325,3.252,37.0,36.0,1.51,94.01
1003390,1.56E+12,50.5,348.8,-22.5,3.528,3.466,37.0,33.9,6.93,116.00
1003391,1.57E+12,39.5,328.7,-22.5,3.320,3.264,34.9,33.2,25.38,106.71
1003395,1.55E+12,45.7,332.9,-22.5,3.371,3.301,33.6,32.4,12.01,118.70
1003402,1.56E+12,32.1,341.0,-22.5,3.453,3.387,33.0,29.5,4.64,79.44
1003403,1.56E+12,62.4,348.2,-22.5,3.524,3.459,35.7,34.4,3.51,69.94
1003409,1.56E+12,38.2,327.1,-22.5,3.303,3.242,36.0,34.1,25.52,117.43
1003410,1.57E+12,23.2,342.0,-22.5,3.465,3.393,32.6,31.5,8.35,68.05
1003412,1.55E+12,36.0,324.9,-22.5,3.281,3.223,37.0,34.1,6.46,109.87
1003414,1.57E+12,63.5,329.7,-22.5,3.328,3.267,33.3,29.8,3.07,106.07
1003415,1.56E+12,23.2,343.1,-22.5,3.479,3.403,37.0,35.4,5.13,117.85
1003418,1.57E+12,32.4,352.9,-22.5,3.564,3.507,36.5,34.0,8.36,84.52
1003421,1.55E+12,73.0,353.4,-69.5,3.569,3.505,34.3,31.2,1.20,98.16
1003425,1.56E+12,22.3,353.3,-22.5,3.572,3.505,35.6,32.2,6.66,73.35
1003426,1.55E+12,44.1,351.0,-22.5,3.555,3.487,35.7,33.0,8.23,88.38
1003427,1.57E+12,60.8,336.5,-22.5,3.410,3.343,35.7,33.2,25.75,90.34
1003429,1.57E+12,19.9,330.7,-22.5,3.356,3.282,36.0,32.8,11.52,107.38
1003433,1.56E+12,37.9,353.7,-22.5,3.583,3.511,33.0,31.1,23.66,79.80
1003435,1.56E+12,44.3,335.0,-22.5,3.385,3.328,37.0,33.7,4.92,91.94
1003436,1.55E+12,19.4,346.8,-22.5,3.508,3.446,36.0,34.5,3.40,76.07
1003437,1.57E+12,29.9,329.9,-22.5,3.331,3.271,33.0,31.2,0.17,92.28
1003440,1.56E+12,60.3,338.1,-22.5,3.418,3.356,33.3,31.6,4.79,80.34
1003443,1.55E+12,28.3,335.8,-22.5,3.388,3.334,32.7,29.1,7.92,63.69
1003446,1.57E+12,70.3,329.0,-22.5,3.320,3.264,36.0,34.1,0.93,85.32
1003447,1.56E+12,57.2,348.5,-22.5,3.524,3.460,37.0,34.0,8.01,69.64
1003448,1.56E+12,58.5,352.2,-22.5,3.562,3.502,33.0,31.5,7.42,94.23
1003450,1.56E+12,29.5,341.4,-22.5,3.448,3.386,33.1,31.4,8.17,109.85
1003452,1.56E+12,69.3,333.7,-22.5,3.369,3.314,37.0,36.0,2.94,89.65
1003454,1.57E+12,24.0,352.2,-22.5,3.571,3.493,37.0,34.0,12.84,80.15
1003455,1.56E+12,65.5,345.3,-22.5,3.495,3.432,33.2,31.1,4.05,101.20
1003461,1.56E+12,46.3,335.2,-22.5,3.389,3.324,33.0,29.3,4.65,115.66
1003463,1.56E+12,56.4,327.6,-22.5,3.323,3.248,37.0,33.5,3.12,111.14
1003465,1.56E+12,63.9,342.5,-22.5,3.463,3.402,36.0,34.5,4.31,80.14
1003468,1.55E+12,17.0,355.9,-22.5,3.592,3.530,37.0,35.1,9.62,73.98
1003469,1.56E+12,32.7,328.9,-22.5,3.319,3.264,33.5,31.6,23.07,119.55
1003478,1.56E+12,42.0,326.0,-22.5,3.304,3.236,37.0,34.9,2.36,67.61
1003479,1.57E+12,43.3,334.2,-22.5,3.372,3.312,37.0,35.3,4.21,108.06
1003480,1.55E+12,40.7,328.3,-22.5,3.320,3.258,34.5,31.8,4.51,116.58
1003481,1.56E+12,39.0,331.6,-22.5,3.351,3.295,32.5,29.5,5.36,109.32
1003484,1.55E+12,49.0,337.3,-22.5,3.418,3.352,33.0,31.6,4.95,98.00
1003486,1.56E+12,38.3,328.0,-22.5,3.322,3.259,37.0,34.4,4.78,83.91
1003488,1.57E+12,58.7,332.8,-22.5,3.367,3.305,33.4,31.2,3.42,110.27
1003489,1.55E+12,73.9,329.9,-22.5,3.344,3.271,36.4,32.8,6.86,72.23
1003490,1.56E+12,72.7,333.5,-22.5,3.384,3.308,36.1,34.2,5.52,108.06
1003492,1.57E+12,53.1,345.8,-22.5,3.504,3.436,34.2,32.3,3.58,71.44
1003494,1.56E+12,23.8,323.6,-22.5,3.276,3.212,33.7,32.5,22.14,74.06
1003497,1.55E+12,24.6,340.0,-22.5,3.450,3.379,37.0,33.1,1.52,100.95
1003498,1.56E+12,73.6,351.6,-22.5,3.559,3.486,36.0,32.3,1.52,107.89
1003500,1.56E+12,60.0,339.3,-22.5,3.431,3.370,37.0,33.2,9.05,119.19
1003501,1.56E+12,15.6,345.0,-22.5,3.481,3.424,33.0,29.6,3.34,97.22
1003502,1.57E+12,62.9,326.9,-22.5,3.301,3.248,35.4,34.3,25.89,79.12
1003503,1.55E+12,62.0,348.0,-22.5,3.516,3.453,35.1,33.6,8.20,103.23
1003504,1.55E+12,16.5,326.1,-22.5,3.309,3.241,36.0,33.2,22.21,76.13
1003505,1.57E+12,22.0,327.3,-22.5,3.322,3.253,37.0,34.7,2.87,100.94
1003509,1.56E+12,60.1,331.8,-22.5,3.349,3.289,37.0,35.8,0.93,97.92
1003512,1.56E+12,17.3,329.1,-22.5,3.322,3.270,37.0,34.4,0.12,119.36
1003515,1.56E+12,41.3,351.1,-22.5,3.559,3.486,36.0,32.1,23.21,79.02
1003516,1.57E+12,72.5,333.2,-22.5,3.368,3.304,35.1,31.8,4.70,73.72
1003517,1.56E+12,70.4,332.0,-22.5,3.366,3.295,37.0,35.3,22.69,113.76
1003518,1.57E+12,17.0,335.4,-22.5,3.404,3.327,34.1,30.6,21.32,69.67
1003521,1.57E+12,37.5,329.0,-22.5,3.324,3.268,37.0,35.9,2.14,111.97
1003522,1.56E+12,16.4,346.2,-22.5,3.505,3.432,35.5,32.9,11.28,77.26
1003524,1.55E+12,55.6,346.8,-22.5,3.507,3.445,33.1,30.7,7.54,86.36
1003529,1.57E+12,55.8,340.8,-22.5,3.444,3.381,37.0,35.6,0.03,91.67
1003534,1.57E+12,43.8,328.8,-22.5,3.332,3.260,33.0,29.3,2.96,117.09
1003537,1.55E+12,36.6,330.5,-22.5,3.355,3.280,35.5,33.2,13.32,94.11
1003539,1.56E+12,51.9,344.4,-22.5,3.477,3.418,36.0,33.5,0.46,109.95
1003541,1.56E+12,57.8,338.9,-22.5,3.438,3.365,33.0,30.3,0.43,83.31
1003542,1.57E+12,23.6,349.5,-22.5,3.544,3.469,33.0,30.5,8.27,91.24
1003543,1.57E+12,21.3,331.8,-22.5,3.356,3.291,36.6,34.0,3.01,113.77
1003545,1.57E+12,16.8,327.4,-22.5,3.308,3.254,34.0,31.5,0.84,107.21
1003550,1.56E+12,48.4,325.8,-22.5,3.307,3.229,34.4,32.6,9.57,77.11
1003551,1.57E+12,73.4,330.8,-22.5,3.352,3.287,37.0,33.8,2.42,90.13
1003553,1.56E+12,23.1,327.0,-22.5,3.315,3.248,37.0,34.5,12.60,97.33
1003557,1.56E+12,35.9,326.3,-22.5,3.303,3.238,36.0,33.8,6.20,102.29
1003559,1.57E+12,71.4,324.9,-22.5,3.284,3.220,36.8,33.1,18.86,90.42
1003560,1.55E+12,55.7,331.5,-22.5,3.356,3.287,35.3,33.1,24.88,108.87
1003563,1.55E+12,34.8,332.8,-22.5,3.369,3.306,33.5,30.6,2.54,79.90
1003564,1.55E+12,32.5,333.7,-22.5,3.368,3.315,33.4,32.1,6.87,79.21
1003566,1.56E+12,17.3,336.4,-22.5,3.396,3.339,37.0,34.8,7.76,95.82
1003567,1.55E+12,29.5,339.8,-22.5,3.430,3.371,33.0,29.5,6.17,99.62
1003568,1.56E+12,60.2,333.8,-22.5,3.377,3.311,37.0,35.5,4.52,86.44
1003569,1.55E+12,30.7,335.9,-22.5,3.392,3.332,33.7,31.5,3.99,103.22
1003571,1.55E+12,20.2,349.6,-61.4,3.538,3.476,35.9,34.1,1.58,98.24
1003572,1.55E+12,74.4,346.8,-22.5,3.516,3.447,34.5,32.0,5.03,86.24
1003573,1.55E+12,22.9,324.8,-22.5,3.282,3.224,37.0,35.3,7.01,101.52
1003577,1.57E+12,61.5,335.6,-22.5,3.404,3.327,33.9,31.4,3.49,68.73
1003580,1.56E+12,46.8,333.3,-22.5,3.381,3.306,34.5,31.5,3.28,90.92
1003582,1.57E+12,51.7,326.2,-22.5,3.309,3.234,33.0,30.6,22.97,94.27
1003584,1.55E+12,62.2,329.4,-22.5,3.341,3.269,34.2,30.9,8.96,66.31
1003585,1.56E+12,35.1,332.4,-22.5,3.360,3.294,35.3,32.4,24.75,84.04
1003587,1.57E+12,58.7,330.8,-22.5,3.346,3.285,33.0,30.6,23.02,93.45
1003588,1.56E+12,61.0,351.7,-22.5,3.556,3.496,33.0,31.2,5.21,76.68
1003589,1.56E+12,55.4,344.1,-22.5,3.473,3.413,37.0,34.9,10.41,87.36
1003590,1.57E+12,60.1,356.0,-22.5,3.609,3.536,35.8,33.7,3.73,80.49
1003591,1.57E+12,58.1,352.7,-22.5,3.566,3.499,32.6,30.9,22.99,86.04
1003592,1.55E+12,29.2,331.7,-22.5,3.350,3.293,36.1,32.3,7.20,96.18
1003595,1.56E+12,19.4,355.4,-22.5,3.598,3.524,34.4,31.6,5.84,107.88
1003596,1.55E+12,65.6,352.8,-22.5,3.575,3.504,37.0,33.6,3.80,65.83
1003600,1.56E+12,73.4,341.1,-22.5,3.442,3.387,35.1,31.5,7.37,91.43
1003601,1.56E+12,67.0,338.2,-22.5,3.426,3.361,32.6,28.6,10.81,96.28
1003602,1.57E+12,40.2,332.0,-22.5,3.351,3.298,34.1,32.2,6.87,79.39
1003603,1.55E+12,71.0,356.9,-22.5,3.608,3.544,33.0,30.1,6.49,81.93
1003604,1.56E+12,60.0,333.4,-22.5,3.372,3.307,37.0,34.7,6.29,64.32
1003612,1.57E+12,55.4,331.7,-22.5,3.356,3.290,35.5,33.7,10.74,110.34
1003615,1.56E+12,29.6,329.6,-22.5,3.330,3.268,37.0,33.5,5.62,65.48
1003616,1.56E+12,45.4,340.4,-22.5,3.454,3.376,34.1,31.5,7.22,88.60
1003619,1.55E+12,32.2,329.3,-22.5,3.336,3.266,33.0,31.2,7.12,63.61
1003623,1.55E+12,16.8,351.0,-22.5,3.554,3.481,33.0,29.2,7.16,93.12
1003625,1.55E+12,51.6,332.2,-22.5,3.368,3.292,36.4,35.3,25.29,83.41
1003628,1.55E+12,27.3,328.4,-22.5,3.321,3.263,32.3,30.2,6.33,98.86
1003629,1.57E+12,27.9,352.6,-22.5,3.570,3.503,37.0,33.2,2.65,116.67
1003631,1.57E+12,34.9,331.4,-22.5,3.355,3.288,34.3,31.5,3.05,114.81
1003632,1.56E+12,31.2,330.7,-22.5,3.354,3.287,33.2,30.5,22.93,106.24
1003634,1.55E+12,31.2,346.5,-22.5,3.498,3.438,36.0,32.3,4.72,71.16
1003637,1.56E+12,34.5,358.0,-22.5,3.627,3.560,37.0,35.9,3.32,89.89
1003639,1.55E+12,38.2,331.2,-22.5,3.362,3.287,35.9,33.5,10.86,87.80
1003640,1.57E+12,30.0,344.1,-22.5,3.481,3.414,37.0,33.0,9.27,96.26
1003641,1.57E+12,58.4,326.6,-22.5,3.313,3.241,33.0,30.7,3.98,112.44
1003645,1.56E+12,32.9,328.5,-22.5,3.327,3.261,36.1,32.3,3.54,82.82
1003646,1.56E+12,58.7,347.1,-22.5,3.508,3.442,33.0,29.8,3.10,70.79
1003649,1.56E+12,71.0,348.6,-22.5,3.532,3.465,37.0,33.2,5.68,85.52
1003653,1.56E+12,59.1,330.2,-22.5,3.340,3.279,33.7,32.2,9.58,114.56
1003655,1.56E+12,39.2,355.6,-22.5,3.597,3.531,36.3,35.1,1.34,94.40
1003656,1.56E+12,41.6,341.2,-22.5,3.457,3.387,37.0,35.5,7.70,88.67
1003657,1.57E+12,65.4,328.9,-22.5,3.321,3.264,36.0,33.4,2.48,115.02
1003659,1.56E+12,18.6,335.3,-22.5,3.386,3.324,36.7,33.8,1.94,119.56
1003663,1.56E+12,70.2,336.3,-22.5,3.406,3.336,36.0,34.6,9.98,106.01
1003664,1.56E+12,44.8,345.9,-22.5,3.492,3.434,37.0,33.4,22.85,101.57
1003665,1.57E+12,16.3,358.0,-22.5,3.619,3.554,37.0,35.7,6.96,76.80
1003668,1.56E+12,29.6,356.6,-22.5,3.600,3.539,36.1,33.1,6.88,94.65
1003669,1.56E+12,32.1,336.9,-22.5,3.404,3.345,33.0,30.6,6.66,105.17
1003671,1.56E+12,48.4,332.9,-22.5,3.374,3.307,37.0,33.8,3.73,116.84
1003672,1.57E+12,70.8,339.1,-22.5,3.436,3.368,37.0,34.6,8.04,91.22
1003673,1.55E+12,56.5,331.1,-22.5,3.349,3.288,36.0,34.0,2.18,118.62
1003675,1.57E+12,48.9,331.8,-22.5,3.357,3.292,37.0,33.2,24.49,60.75
1003678,1.57E+12,56.7,349.9,-22.5,3.529,3.471,35.4,32.4,0.62,114.01
1003679,1.57E+12,39.9,353.3,-22.5,3.577,3.505,33.9,30.7,3.44,64.99
1003681,1.56E+12,24.5,335.4,-22.5,3.394,3.331,36.2,33.3,5.85,78.19
1003684,1.57E+12,63.3,327.5,-22.5,3.324,3.250,33.0,29.4,0.07,102.85
1003687,1.57E+12,41.6,348.4,-22.5,3.529,3.458,37.0,33.5,6.87,105.17
1003689,1.55E+12,25.0,331.9,-22.5,3.357,3.291,37.0,34.7,4.14,73.78
1003692,1.56E+12,36.6,329.3,-22.5,3.339,3.268,33.0,30.9,4.07,86.88
1003693,1.55E+12,70.7,325.6,-22.5,3.295,3.232,34.6,32.1,4.80,89.82
1003696,1.56E+12,66.0,326.4,-22.5,3.305,3.235,36.6,35.3,5.76,95.67
1003697,1.55E+12,28.2,355.2,-22.5,3.601,3.528,33.0,31.8,3.15,109.06
1003698,1.57E+12,50.9,353.9,-22.5,3.584,3.517,37.0,33.0,7.95,108.63
1003699,1.56E+12,60.3,332.8,-22.5,3.362,3.305,37.0,33.4,8.70,83.71
1003700,1.57E+12,66.9,351.2,-22.5,3.557,3.489,37.0,35.4,0.76,92.93
1003703,1.56E+12,41.0,326.0,-22.5,3.303,3.230,33.0,30.7,4.02,74.61
1003704,1.56E+12,68.5,326.0,-22.5,3.310,3.235,32.2,29.5,10.99,72.00
1003705,1.57E+12,71.4,353.1,-22.5,3.580,3.509,35.7,32.5,5.64,71.34
1003706,1.56E+12,51.1,336.6,-22.5,3.400,3.337,35.0,32.5,0.01,62.63
1003707,1.56E+12,39.8,334.1,-22.5,3.371,3.311,33.7,31.5,8.04,61.67
1003708,1.55E+12,59.8,324.9,-22.5,3.283,3.227,37.0,34.1,9.07,113.66
1003710,1.55E+12,54.2,335.3,-22.5,3.386,3.323,37.0,34.6,3.11,107.30
1003712,1.56E+12,68.3,332.6,-22.5,3.361,3.300,34.3,31.8,5.77,64.96
1003713,1.56E+12,29.3,334.9,-22.5,3.395,3.321,33.0,31.0,3.97,62.74
1003716,1.56E+12,37.9,331.6,-22.5,3.350,3.290,33.0,29.0,8.99,70.49
1003719,1.57E+12,70.1,332.7,-22.5,3.372,3.297,37.0,33.2,5.31,74.36
1003720,1.55E+12,35.1,346.4,-22.5,3.504,3.440,37.0,34.5,3.19,70.84
1003722,1.57E+12,60.0,341.7,-22.5,3.462,3.393,35.4,32.9,3.11,64.97
1003724,1.56E+12,15.4,331.0,-22.5,3.357,3.288,36.0,32.7,0.32,103.04
1003725,1.55E+12,27.7,336.2,-22.5,3.395,3.333,34.7,32.7,24.36,86.43
1003727,1.56E+12,60.3,340.7,-22.5,3.451,3.384,35.8,33.8,10.12,96.49
1003728,1.57E+12,36.1,345.0,-22.5,3.488,3.430,35.5,34.4,3.04,69.03
1003729,1.57E+12,27.5,337.9,-22.5,3.410,3.357,35.2,32.3,5.31,65.63
1003731,1.56E+12,58.3,338.8,-22.5,3.427,3.359,37.0,35.5,11.17,64.70
1003733,1.56E+12,39.2,327.2,-22.5,3.322,3.247,37.0,35.8,2.57,81.66
1003735,1.55E+12,33.5,327.5,-22.5,3.317,3.247,34.7,33.4,4.18,84.58
1003736,1.56E+12,24.0,332.1,-22.5,3.357,3.299,33.0,31.2,5.97,79.36
1003737,1.57E+12,61.9,337.1,-22.5,3.413,3.346,35.3,34.2,6.23,90.50
1003739,1.57E+12,33.4,341.5,-22.5,3.459,3.389,37.0,35.7,6.61,113.70
1003740,1.55E+12,45.6,333.2,-22.5,3.366,3.303,37.0,33.5,3.30,60.80
1003741,1.56E+12,30.1,355.3,-22.5,3.599,3.523,37.0,35.9,3.10,95.16
1003744,1.56E+12,32.6,338.4,-22.5,3.422,3.363,36.0,32.2,0.16,72.25
1003746,1.55E+12,55.9,342.6,-22.5,3.465,3.398,37.0,35.2,25.98,108.08
1003751,1.56E+12,18.3,335.9,-22.5,3.389,3.333,37.0,33.7,8.00,106.99
1003752,1.56E+12,37.9,344.5,-22.5,3.475,3.419,37.0,35.8,5.18,116.55
1003755,1.56E+12,28.3,324.2,-22.5,3.282,3.221,37.0,33.0,7.68,69.65
1003759,1.55E+12,22.2,327.2,-22.5,3.309,3.249,35.0,32.7,0.26,88.34
1003760,1.56E+12,43.8,346.4,-22.5,3.514,3.442,36.0,33.0,1.42,83.91
1003769,1.57E+12,30.5,333.3,-22.5,3.371,3.311,36.1,34.5,2.41,100.55
1003773,1.56E+12,42.5,327.9,-22.5,3.314,3.257,34.7,31.7,21.90,76.23
1003774,1.57E+12,36.0,327.4,-22.5,3.324,3.245,37.0,35.9,8.22,93.53
1003775,1.57E+12,54.1,349.8,-22.5,3.539,3.470,33.0,31.9,10.11,111.24
1003777,1.55E+12,49.5,336.6,-22.5,3.398,3.346,37.0,35.8,5.73,100.28
1003784,1.56E+12,61.1,354.0,-22.5,3.582,3.516,33.0,29.4,5.60,77.23
1003787,1.55E+12,27.1,353.9,-22.5,3.572,3.514,33.8,31.2,5.56,89.11
1003790,1.57E+12,34.2,350.4,-22.5,3.536,3.477,35.1,32.9,4.56,85.98
1003792,1.55E+12,48.9,356.1,-22.5,3.592,3.533,37.0,35.3,7.59,66.64
1003793,1.56E+12,56.6,354.3,-22.5,3.584,3.516,33.0,30.5,22.71,110.39
1003798,1.56E+12,65.0,336.2,-22.5,3.404,3.333,36.0,33.3,0.01,92.84
1003801,1.56E+12,54.8,332.4,-22.5,3.357,3.304,33.0,30.3,3.82,73.02
1003802,1.55E+12,25.0,345.9,-22.5,3.500,3.437,35.1,32.6,4.92,73.61
1003803,1.57E+12,64.8,339.0,-22.5,3.432,3.367,37.0,34.8,7.74,74.72
1003804,1.56E+12,16.4,340.4,-22.5,3.446,3.379,36.2,34.2,5.15,75.88
1003810,1.55E+12,34.5,342.1,-22.5,3.457,3.398,33.0,29.1,3.48,75.80
1003811,1.56E+12,68.2,332.4,-22.5,3.368,3.296,36.0,34.3,9.27,107.78
1003813,1.56E+12,69.2,346.4,-22.5,3.507,3.444,37.0,35.4,8.08,73.30
1003815,1.55E+12,54.5,332.7,-22.5,3.365,3.298,33.0,31.0,5.52,105.23
1003816,1.56E+12,47.8,323.5,-22.5,3.272,3.210,36.0,34.5,4.31,64.06
1003817,1.55E+12,60.8,347.0,-22.5,3.503,3.449,33.0,29.1,2.22,100.82
1003819,1.56E+12,71.2,328.6,-22.5,3.336,3.260,37.0,34.7,6.89,91.36
1003820,1.55E+12,68.7,326.8,-22.5,3.307,3.238,36.0,34.8,7.35,83.57
1003821,1.57E+12,24.1,333.0,-22.5,3.378,3.302,37.0,35.0,5.26,104.83
1003825,1.55E+12,32.4,335.3,-22.5,3.392,3.326,33.0,31.4,8.71,82.96
1003830,1.57E+12,39.7,341.8,-22.5,3.449,3.391,37.0,33.8,9.58,90.10
1003832,1.55E+12,64.5,326.5,-22.5,3.311,3.243,33.7,30.7,4.51,117.06
1003835,1.57E+12,57.1,329.0,-22.5,3.339,3.269,37.0,35.1,2.05,61.22
1003836,1.56E+12,36.1,332.6,-22.5,3.372,3.304,36.0,34.5,2.38,63.01
